Date,Story,Annotation,Annotation in Portuguese,Platform,Overall engagement,Engagement normalised per platform,Engagement positively normalised per platform,Post in Portuguese,Post in English,Theme,Sub-theme,Detailed status as of January 18,Summarised status,Appendix,URL
2023-01-03 17:57:06,,,,Facebook,13134,-0.08,17167.21,"Lula é hostilizado por torcedores do Santos em velório de Pelé Do lado de fora do Estádio do Santos, torcedores gritavam em coro ""Lula ladrão, seu lugar é na prisão"" O presidente Luiz Inácio Lula da Silva (PT) foi hostilizado por torcedores do Santos Esporte Clube, nesta terça-feira (3), durante sua visita ao velório de Pelé. Do lado de fora do Estádio Urbano Caldeira, onde o velório foi realizado, os torcedores vestidos com o uniforme do Santos gritavam “Lula ladrão, seu lugar é na prisão”, em protesto. Lula participou da cerimônia em homenagem ao Rei do Futebol, em última despedida antes do enterro, que foi restrito a presença de familiares. O presidente chegou por volta das 9h da manhã no velório de Pelé, que acontece desde a última segunda-feira (2), na Vila Belmiro, em Santos (SP). O petista viajou de helicóptero e desembarcou no estádio Ulrico Mursa, da Portuguesa Santista, a cerca de 500 metros da Vila Belmiro, para onde seguiu em um carro fechado. Esta foi sua primeira na agenda oficial como presidente. #Pelé #ReiPeléEterno #SportsNews #vibedodia #FelizAnoNovo #SempreCreators #DicasPara2023 #AcreditaEVAI #carros #carroes #carrosrebaixados #BatekooFestival #pelé #pelé🇧🇷 #pelé10 #luladrão #lula #Bolsonaro22 #bolsonaro #lutoPelé","Lula is harassed by Santos fans at a funeral in Pelé outside Santos stadium, fans shouted in a choir ""Lula Ladrão, his place is in prison"" President Luiz Inacio Lula da Silva (PT) was harassed by Santos fans Esporte Clube, this Tuesday (3), during his visit to the Velório de Pelé. Outside the Caldeira Urban Stadium, where the wake was held, the fans dressed in the Santos uniform shouted ""Lula Thief, his place is in prison"" in protest. Lula participated in the ceremony in honor of the king of football, ultimately farewell before the funeral, which was restricted to the presence of family members. The president arrived around 9 am at the funeral of Pelé, which takes place since last Monday (2), in Vila Belmiro, Santos (SP). The petista traveled by helicopter and landed at the Ulrico Mursa Stadium, from Portuguese Santista, about 500 meters from Vila Belmiro, where he followed in a closed car. This was his first on the official agenda as president. #Pelé #Reepeléeterno #SportsNews #VibeDodia #Felizanonovo #Semprecreators #TipsPara2023 #Acreditaevai #Carroes #Carrosrebaixados #batekoofestival #Pelé #Pelé🇧🇷 #Luladrão #Lula #Bolsonaro22 #Bolsonaro #Gretopelé",Other,,Visit the Electoral Justice website for official 2022 election information.,Labelled,,https://www.facebook.com/100064357885196/posts/540778491410742
2023-01-03 18:23:56,,,,Facebook,326,-0.33,17166.96,"🚨 URGENTE: A mando do STF, a Polícia Federal acaba de fazer busca e apreensão na casa da deputada federal Carla Zambelli . #stf #carlazambelli #noticias #politica #justiça #direitaconservadora #brasiltransparente","🚨 Urgent: At the behest of the STF, the Federal Police just searched and seized at the house of federal deputy Carla Zambelli. #stf #carlazambelli #Noticias #politica #Justice #IriteConservator #BrasilTransPant",Other,,Online,Online,,https://www.facebook.com/100063883217366/posts/564270735712362
2023-01-03 18:29:43,,,,Facebook,17964,0.02,17167.30,"Pra quem pensa que bolsa esfarelando não tem impacto algum nos mais humildes e mais necessitados , leiam a opinião de Ricardo Amorim , economista e isento , e vejam como as primeiras medidas e discursos de lula já estão sendo uma tragédia ! Aos isentos , comecem a se mexer e tomar posição , pois todos serão impactados negativamente ! Todos irão pagar a conta ! #ForaPTralhascorruPTosJÁ #fazolquepassa #fazoldeladrão #lulanaomerepresenta #ForaPTLadrao #fazoL #lulanao #ForaPetralhas #ForaLula #ForaForoDeSaoPaulo #economia #bolsadevaloresbrasileira","For those who think that a crumbling scholarship has no impact on the humblest and most needy, read the opinion of Ricardo Amorim, economist and exempt, and see how Lula's first measures and speeches are already being a tragedy! To the exempt, start to move and take a position, as everyone will be negatively impacted! Everyone will pay the bill! #FOOTAPTRACRUPTUILSJÁ #FAZOL PASTA #FAILLADRON #LulaNaiERefers #FORAPTLADE #FAZOL #lulanao #foralula #foralula #forodesaopaulo",Other,,Online,Online,,https://www.facebook.com/100087490153991/posts/132981832961488
2023-01-03 18:54:00,,,,Facebook,12529,-0.09,17167.20,GENERAL HELENO NÃO ESTÁ NO COMANDO - PORTARIA NÃO TEM RELAÇÃO COM ESPECULAÇÕES #liberdadedeimprensa #jovempan #eduardoborgo #BolsonaroOrgulhodoBrasil #BolsonaroTemRazao #BolsonaroMito #Bolsonaro PORTARIA DO GENERAL HELENO,General Heleno is not in charge - Ordinance has nothing to do with speculation #lindness of the Imprension #JoveMPan #EDUARDOBORGO #BOLSONAROORGULHOBRASIL #BOLSONARTEMOZAO,News media,,Online,Online,,https://www.facebook.com/100044897662813/posts/692924618880787
2023-01-03 19:19:25,,,,Facebook,857,-0.32,17166.97,@bolsonarosp explica ação contra o decreto desarmamentista de Lula. #foragrael #foralula #forapt #forcaarmada #exercito #bolsonaro #carlosbolsonaro #eduardobolsonaro #riodejaneiro #brasilacimadetudo #patriaamadabrasil #rio #brasil #niteroi #saogoncalo #bolsonaroreeleito #biakicis #patria #carlazambelli #regiaodoslagos #bolsonarotemrazao #bolsonaroreeleito #bolsonaropresidente #bolsomito #soumaisbrasil #fechadocombolsonaro #bolsonaromito #jairbolsonaro,@bolsonarosp explains action against Lula's disarmament decree. #foragral #foralula #forapt #Forcaarmada #Exercito #Bolsonaro #CarlosBolsonaro #EduARDOBOLSONARO #Riodejanelo #brasilacimadetudo #PatriaAMadabrasil #Brasil #niteroi #Saogoncalo #Bolsonaroreeleito #biakicis #carlazambelli #regodabelete #Fechadolsonaro #BolSonaromito #jairbolsonaro,Other,,Online,Online,,https://www.facebook.com/100076128310371/posts/203627295518213
2023-01-03 19:29:50,,,,Facebook,202,-0.33,17166.95,GENERAL HELENO NÃO ESTÁ NO COMANDO - PORTARIA NÃO TEM RELAÇÃO COM ESPECULAÇÕES. CUIDADO COM A DESINFORMAÇÃO. PAREM DE SEGUIR ESSAS PESSOAS QUE SÓ ESTÃO ATRÁS DE LIKES #liberdadedeimprensa #jovempan #eduardoborgo #BolsonaroOrgulhodoBrasil #BolsonaroTemRazao #BolsonaroMito #Bolsonaro,General Heleno is not in charge - Ordinance is not related to speculation. Beware of misinformation. Stop following these people who are only after likes #liberdadedempons #jovempan #eduradoborgo #bolsonaroorgilhodobrasil #bolSanarThemrazao #BolSaromito #Bolsonaro,News media,,Online,Online,,https://www.facebook.com/100088418206952/posts/124490327174907
2023-01-03 19:30:00,,,,Facebook,5312,-0.23,17167.05,MANIFESTAÇÕES - DESENTENDIMENTO ENTRE OS MINISTROS DO LULA #liberdadedeimprensa #jovempan #eduardoborgo #BolsonaroOrgulhodoBrasil #BolsonaroTemRazao #BolsonaroMito #Bolsonaro MINISTROS DE LULA NÃO SE ENTENDEM,Manifestations - Disagreement between the ministers of Lula #lindoDePrensa #Jovempan #EduarDoborgo #BolsonaroorgilhodoBrasil #BolSarTeMorate #BolSaromito #Bolsonaro Ministers of Lula do not understand themselves,News media,,Online,Online,,https://www.facebook.com/100044897662813/posts/692926115547304
2023-01-03 21:20:57,,,,Facebook,407,-0.33,17166.96,"FFAA, mentiras, traições e mais! A trama vai além do que você imagina! NOVA ORDEM MUNDIAL EM CURSO!🥵 Por LUIZ CAMARGO vlog 03/01/2022 🦡🇧🇷 Curtam nossa página e nos ajudem a manter nossos conteúdos nos ar:🇧🇷👇 https://www.facebook.com/becomesupporter/ratelconservadorr/ #ForçaBolsonaro #BolsonaroTemRazão #SupremoÉOPovo #liberdade #BrazilWasStolen #liberdadeexpressão #comunismonão #ComunismoMata #TodoPoderEmanaDoPovo NOVA ORDEM MUNDIAL EM CURSO!","FFAA, lies, betrayals and more! The plot goes beyond what you think! New World Order ongoing! 🥵 By Luiz Camargo Vlog 03/01/2022 🦡🇧🇷 Like our page and help us keep our contents in the air: 🇧🇷👇 https://www.facebook.com/becomesupporter/ratelconservador/ # # Forçabolsonaro #pocketonarThemray #supremeopovo #freedom #brazilwastolen #freedom -expression #communism #comunismomata #topo -female new order in progress!",Calls for a military intervention,Prophecising a coup,Visit the Electoral Justice website for official 2022 election information.,Labelled,,https://www.facebook.com/100648798044026/posts/905254210916810
2023-01-03 22:34:37,,,,Facebook,889,-0.32,17166.97,"Nosso partido cresceu e elegeu as maiores bancadas estadual e federal, além de um senador. E tivemos este grande resultado levando aos catarinenses mensagens de retidão: Deus, Pátria, Família e Liberdade. Por isso, entendo que não cabe nas nossas fileiras figuras como o prefeito de Itapoá, Marlon Neuber. Hoje, protocolei ofício na Comissão de Ética do PL, endereçada ao presidente, o nosso governador Jorginho Mello, pedindo a expulsão de Neuber. Vocês devem saber que, há menos de um mês, ele foi preso na Operação Mensageiro, que apura fraude em licitações. E não é a primeira vez que Neuber é notícia ruim. Em 2018, foi afastado do cargo de prefeito devido a uma acusação de fraude em licitação para a compra de uma ambulância ocorrida, ainda em 2002, no auge da famigerada Máfia das Sanguessugas. Na época, ele era membro da comissão de concorrência e responsável pela tomada de decisões. No ofício, Sargento Lima ressalta que o prefeito de Itapoá infringe o artigo 5º, inciso XI, do Código de Ética do PL: “agir com improbidade ou má exação no exercício de cargo ou função pública, ou partidária, ou assumir conduta pessoal”. #Florianópolis #Lages #Mafra #Canoinhas #Caminhoneiros #Itajaí #SargentãodoPovo #Chapecó #DeputadoSargentoLima #DeputadoDoBolsonaro #DeusPatriaFamiliaLiberdade #BolsonaroReeleitoEm2022 #agro #sargentolima #Bolsonaro #SargentoLimaSenador #santacatarina #agricultura #JorginhoMello #DeusPatriaFamiliaLiberdade Menos Photos from Deputado Sargento Lima's post","Our party grew and elected the largest state and federal benches, as well as a senator. And we had this great result leading to Santa Catarina messages of righteousness: God, homeland, family and freedom. Therefore, I understand that it does not fit our ranks like the mayor of Itapoá, Marlon Neuber. Today, I filed a letter at the PL Ethics Commission, addressed to the president, our governor Jorginho Mello, asking for the expulsion of Neuber. You may know that less than a month ago, he was arrested in the messenger operation, which investigates bid fraud. And this is not the first time Neuber is bad news. In 2018, he was removed from the position of mayor due to an accusation of bidding fraud for the purchase of an ambulance occurred in 2002 at the height of the infamous leech mafia. At the time, he was a member of the Competition Commission and responsible for decision making. In the letter, Sergeant Lima points out that the mayor of Itapoá infringes Article 5, item XI, of the PL Code of Ethics: “Act with misconduct or bad exaction in the exercise of a public office or partisan function, or assume personal conduct”. #Florianópolis #lages #Mafra #Canoinhas #Caminhoneiros #Itajaí #Sargentãodopovo #Chapecó #DeputedAgentolima #DeputADOBOLSONARO #DEUSPATRICAFAMILIBERDY #Bolsonaroreeleito2022 #Agro #Sargentolima #Bolsonaro #Santacatarina #JORGINHOFEMILE",Other,,Online,Online,,https://www.facebook.com/100044242218920/posts/717552956396105
2023-01-03 22:51:03,,,,Facebook,147,-0.33,17166.95,"*🕊️ 64 DIAS SÃO LEO/16°GAC, FÉ E RESISTÊNCIA ATÉ VITÓRIA.* FFAA SALVEM A NAÇÃO. *MOSTREM A VERDADE COM O CÓDIGO FONTE* Tarde do dia 03/01/2023. @exercito_oficial @marinhaoficial @fab_oficial #vemproquartel #ffaasalvemanacao Photos from Vanderlan Vasconselos's post","* 🕊️ 64 days are Leo/16 ° GAC, faith and resistance to Vitória.* FFAA save the nation. * Show the truth with the source code* afternoon of 03/01/2023. @exercito_oficial @marinhaoficial @fab_oficial #vemproquartel #ffaalvemanaca",Strikes in support of a military coup,Military barracks,Online,Online,,https://www.facebook.com/100047002966024/posts/705863517657074
2023-01-03 23:17:27,,,,Facebook,275,-0.33,17166.95,"Mas é claro que, continuo fechado com Ele. SomostodosBolsonaro EU CONTINUO FECHADO COM BOLSONARO!","But of course, I still closed with him. SomosBolsonaro I still closed with Bolsonaro!",Other,,Online,Online,,https://www.facebook.com/groups/435756547367153/permalink/1227138491562284
2023-01-03 23:17:29,,,,Facebook,235,-0.33,17166.95,Esse presidente me representa e confio nele! SomostodosBolsonaro,This president represents me and I trust him! SomosBolsonaro,Other,,Online,Online,,https://www.facebook.com/groups/435756547367153/permalink/1227140154895451
2023-01-03 23:18:21,,,,Facebook,3368,-0.27,17167.02,COMEÇAM AS LOUCURAS!🥵😓🇧🇷 Por @mundialtelenoticias 03/01/22 🇧🇷🦡 Curtam nossa página e nos ajudem a manter nossos conteúdos nos ar:🇧🇷👇 https://www.facebook.com/becomesupporter/ratelconservadorr/ #ForçaBolsonaro #BolsonaroTemRazão #SupremoÉOPovo #liberdade #BrazilWasStolen #liberdadeexpressão #comunismonão #ComunismoMata #TodoPoderEmanaDoPovo,Start the crazy things! Forçabolsonaro #pocketonarThemray #supremeoopovo #freedom #brazilwastolen #freedom -expression #communism #comunismomata #tone,News media,,Visit the Electoral Justice website for official 2022 election information.,Labelled,,https://www.facebook.com/100648798044026/posts/905296950912536
2023-01-04 0:35:28,,,,Facebook,181,-0.33,17166.95,"Está só começando. #liberdadedeimprensa #jovempan #eduardoborgo #BolsonaroOrgulhodoBrasil #BolsonaroTemRazao #BolsonaroMito #Bolsonaro DITADURA + CORRUPÇÃO DÃLAR= R$ 5,48 PETROBRÁS PERDA DE R$ 117,6 BILHÕES GASOLINA =ALTA ALTA DE 8,73% DIESEL= ALTA DE 14,4% BOLSA QUEDA DE 3% FAZOELE, A PICANHA ESTÁ CHEGANDO","It is just beginning. #ReadFrensation #JoveMPan #EDUARDOBORGO #BOLSONAROORGULHOBRASIL #BOLSONAROZAO #BOLSONAROMITO #BOLSONSO DITADORA + CORRUPTION DAMARA = R $ 5.48 PETROBRÁS LOSS OF R $ 117.6 billion Gasoline = high of 8.73% DIESEL = high of 14.4% high 3% drop -down bag, picanha is coming",Other,,Online,Online,,https://www.facebook.com/100044897662813/posts/693081265531789
2023-01-04 0:35:51,,,,Facebook,1179,-0.31,17166.97,"O Ibovespa iniciou o ano de 2023 em forte queda, na medida em que investidores repercutiram a nova decisão do governo federal, agora sob o comando do presidente Luiz Inácio Lula da Silva (PT). O novo mandatário decidiu estender a desoneração de tributos federais sobre combustíveis por 60 dias. Além do impacto da medida em si, o segmento classificou a ação como fragilidade na responsabilidade fiscal do ministro da Fazenda, Fernando Haddad. O temor também gira em torno de possíveis interferências políticas. Ao encerrar da sessão, o referencial local cravou perdas de 3,06%, aos 106.376 pontos, tocando os 105.981 pontos na mínima intradiária e os 109.734 pontos na máxima. @rota_bta @semprerota @sgtbarbosa_rota @rota_bta @comando_aguiar #policiamilitar #policiamilitarsp #deusnocontrole eusnocomando #vamoscomfé #deusnocontrole #forçaehonra #brasilacimadetudoedeusacimadetodos #deusnocomandosempre #BolsonaroCadaVezMaisForte #Bolsonaro22 #EstamosComDamares #VotoImpressoAuditavel #policiamilitar #BolsonaroReeleito2022 #ToContigoBolsonaro #respeiteaconstituicao #TARCISIOGOVERNADOR #SomosTodosBarbara #danielsilveira #lulaladrao #acredito #bolsonaro2022 #lulapresidente #ceagespsorocaba #TARCISIODEFREITAS #ROTA #LulaPresidente13 RC TV ECONOMIA Mercado vêa vê derrota de Hadda: bolsa e real têm forte queda; juros disparam","Ibovespa began the year 2023 in a heavy fall, as investors reverberated the new decision of the federal government, now under the command of President Luiz Inacio Lula da Silva (PT). The new agent decided to extend the exemption of federal fuel taxes for 60 days. In addition to the impact of the measure itself, the segment classified the action as fragility in the fiscal responsibility of Finance Minister Fernando Haddad. Fear also revolves around possible political interference. At the end of the session, the local reference dug losses of 3.06%at 106,376 points, playing the 105,981 points in the intraordinary minimum and the 109,734 points at the maximum. @rota_bta @semprerota @sgtbarbosa_rota @rota_bta @comando_aguiar #policiamilitar #policiamilitarsp #deusnocontrole eusnocomando #vamoscomfé #deusnocontrole #forçaehonra #brasilacimadetudoedeusacimadetodos #deusnocomandosempre #BolsonaroCadaVezMaisForte #Bolsonaro22 #EstamosComDamares #VotoImpressoAuditavel #policiamilitar #BolsonaroReeleito2022 #ToContigoBolsonaro #respeiteaconstituicao #TARCISIOGOVERNADOR #SomosTodosBarbara #danielsilveira # Lulalandrao #Acredit #Bolsonaro2022 #Lulapres President #cespsorocaba #tarcisiodefreitas #rota #Lulapresid President13 RC TV Economy Mercado Vera See Hadda's defeat: Bolsa e Real have a strong fall; Interest shoot",News media,,Online,Online,,https://www.facebook.com/100064357885196/posts/540940404727884
2023-01-04 1:19:51,,,,Facebook,514,-0.33,17166.96,"Lula coloca conselho que combate lavagem de dinheiro e corrupção sob o comando de Haddad Na reestruturação do novo governo, divulgada no Diário Oficial da União, de segunda-feira (2), o Conselho de Controle de Atividades Financeiras passa a ser controlado pelo Minitério da Fazenda, chefiado por Fernando Haddad. Trata-se da cúpula da inteligencia financeira do Brasil, que combate a lavagem de dinheiro e corrupção ativa ou passiva. Durante o governo de Jair Bolsonaro, o COAF foi administrado pelo Ministério da Justiça, inicialmete chefiado pelo ex-juiz Sergio Moro, mas acabou sendo remanejado para o Banco Central, por ser a maior autoridade financeira do país. A mudança foi alvo de muitas críticas, especialmente do ex-ministro da Justiça Sergio Moro. #policiamilitar #policiamilitarsp #deusnocontrole eusnocomando #vamoscomfé #deusnocontrole #forçaehonra #brasilacimadetudoedeusacimadetodos #deusnocomandosempre #BolsonaroCadaVezMaisForte #Bolsonaro22 #EstamosComDamares #VotoImpressoAuditavel #policiamilitar #BolsonaroReeleito2022 #ToContigoBolsonaro #respeiteaconstituicao #TARCISIOGOVERNADOR #SomosTodosBarbara #danielsilveira #lulaladrao #acredito #bolsonaro2022 #lulapresidente #ceagespsorocaba #TARCISIODEFREITAS #ROTA #LulaNoRatinho Lula coloca conselho que combate lavagem de dinheiro e corrupção sob o comando de Haddad RC TV","Lula puts advice that fights money laundering and corruption under Haddad's command in the restructuring of the new government, released in the Federal Official Gazette, from Monday (2), the Financial Activities Control Board is now controlled by the minority of Farm, headed by Fernando Haddad. It is the summit of Brazil's financial intelligence, which fights money laundering and active or passive corruption. During the government of Jair Bolsonaro, the Coaf was run by the Ministry of Justice, initially headed by former Judge Sergio Moro, but was eventually relocated to the Central Bank, as it was the country's largest financial authority. The change was the target of much criticism, especially from former Justice Minister Sergio Moro. #policiamilitar #policiamilitarsp #deusnocontrole eusnocomando #vamoscomfé #deusnocontrole #forçaehonra #brasilacimadetudoedeusacimadetodos #deusnocomandosempre #BolsonaroCadaVezMaisForte #Bolsonaro22 #EstamosComDamares #VotoImpressoAuditavel #policiamilitar #BolsonaroReeleito2022 #ToContigoBolsonaro #respeiteaconstituicao #TARCISIOGOVERNADOR #SomosTodosBarbara #danielsilveira #lulaladrao #acredito #bolsonaro2022 #lulapresidente #ceagespsorocaba # Tarcisiodefreitas #rota #Lulanoratinho Lula puts advice that fights money laundering and corruption under the command of Haddad RC TV",News media,,Online,Online,,https://www.facebook.com/100064357885196/posts/540955621393029
2023-01-04 1:51:52,,,,Facebook,177,-0.33,17166.95,Onde está o respeito com o dinheiro público? Fonte: Poder 360 #brasil #direitaunida #patriaamadabrasil #conservadores #conservadoras #foralula #comandantenadia #brigadamilitar #patrulhamariadapenha #leimariadapenha #comunismo,Where is respect for public money? Source: POWER 360 #BRASIL #DIRETAUNIDA #PatriaAMadabrasil #Conserers #Conserers #Foralula #ComandanteNadia #Brigadamilitar #PatrulhamariadaPenha,Other,,Online,Online,,https://www.facebook.com/100044386841712/posts/712582836897938
2023-01-04 3:59:59,,,,Facebook,205,-0.33,17166.95,"GREVE GERAL! Nós aqui da pagina, não somos de Esquerda e nem de Direita, e não favorecemos nenhum político, mas queremos ver uma REVOLUÇÃO CONTRA O SISTEMA GREVE GERAL JÁ ビ9ム B ME EPROL PROE ESS SS OU DERRUBAMOS o SISTEMA AGORA OU NÃO DERRUBAMOS NUNCA MAIS ESTAMOS NO TUDO OU NADA o PODER ESTÁ EM NOSSAS MÃOS NÓS SOMOS BRASIL","GENERAL STRIKE! We here on the page are not left or right, and we do not favor any politician, but we want to see a revolution against the general strike system already ビ 9 ム B me eProl proe eS SS or overthrow the system now or not to overthrow We are in all or nothing the power is in our hands we are Brazil",Calls to join the January 8 riots,,Online,Online,,https://www.facebook.com/100057208340849/posts/668935118356760
2023-01-04 11:00:00,,,,Facebook,2376,-0.29,17167.00,3 - FORO DE SÃO PAULO - A CORRUPÇÃO COMO FORMA DE ALIMENTAR O PODER #liberdadedeimprensa #jovempan #eduardoborgo #BolsonaroOrgulhodoBrasil #BolsonaroTemRazao #BolsonaroMito #Bolsonaro SÉRIE FORO DE SÃO PAULO - JOÃO 8:32,3 - Foro de São Paulo - Corruption as a way of feeding power #lindness of the Imprension #JoveMPan #EduarDoborgo #BolsonaroorgilhodoBrasil #BolSonarTeMorate #BolSonaromito #Bolsonaro Forum of São Paulo - John 8:32,Other,,This content isn't available right now,Removed by the platform,,https://www.facebook.com/100044897662813/posts/691898805650035
2023-01-04 11:46:46,,,,Facebook,1251,-0.31,17166.97,"Vídeo completo no Grupo do Telegram LINK NA 👇 https://t.me/+GXvXgy5RcY0zNTVh . 🎯""Seja um incentivador de pessoas, o mundo já tem críticos demais."" ✅Página parceiros 👇🇧🇷 🚀@projeto_pmg 🚀 @flagrantepolicial190 🚀 @segurancapublicaoficial01 ⚠ Ativem as notificações 📲 . . #policiamilitar #policiacivil #pmmg #pmesp #infantaria #brasil #brasilacimadetudodeusacimadetodos #brasilacimadetudodeusacimadetodos #deusacimadetudo #deusacimadetodos #gabrielmonteiro #policia #guerra #selva #freefire #freefirebrasil #marinhadobrasil #pqd #exércitobrasileiro #servireproteger #vidasaudavel #pmam #pmamazonas","Complete video in Telegram Group Link at 👇 https://t.me/+gxvxGy5rcy0zntvh. 🎯 ""Be an encourager of people, the world already has too critical."" PARTNER PARTNER PARTNERS 👇🇧🇷 🚀 @project_pmg 🚀 @FLAGRANTEPOLICIAL190 🚀 @SECURANCAPUBLICAOFICIAL01 ⚠ Acting notifications 📲. . #policiamilitar #policiacivil #pmmg #pmesp #infantaria #brasil #brasilacimadetudodeusacimadetodos #brasilacimadetudodeusacimadetodos #deusacimadetudo #deusacimadetodos #gabrielmonteiro #policia #guerra #selva #freefire #freefirebrasil #marinhadobrasil #pqd #exércitobrasileiro #servireproteger #vidasaudavel #pmam #pmamazonas",Other,Other,Online,Online,,https://www.facebook.com/100057429040255/posts/635495345041428
2023-01-04 12:06:17,,,,Facebook,166,-0.33,17166.95,"Lula mal assumiu e já criou uma medida para perseguir e calar qualquer cidadão em nome da suposta “democracia”, nós avisamos que aconteceria, porém ainda há quem diga que a censura não existe no Brasil #foralula #forapt #forcaarmada #exercito #bolsonaro #carlosbolsonaro #eduardobolsonaro #riodejaneiro #brasilacimadetudo #patriaamadabrasil #rio #brasil #niteroi #saogoncalo #bolsonaroreeleito #biakicis #patria #carlazambelli #regiaodoslagos #bolsonarotemrazao #bolsonaroreeleito #bolsonaropresidente #bolsomito #soumaisbrasil #fechadocombolsonaro #bolsonaromito #jairbolsonaro a Douglas Gomes @verdouglasgomes Querem proibir o povo de cobrar quem é pago por ele. PACOTÃO DA DEMOCRACIA CRIMES: DISCRIMINAÇÃO POLÍTICA Prisão de anos multa AMEACA POLÍTICA Prisão meses 2anos VIOLÊNCIA POLÍTICA Prisãode mesos anos multa multa INJURIA POLÍTICA Detenção INTOLERÂNCIA POLÍTICA NO MERCADO ETRABALHO Prisão de 3 anos multa multa ACESSOA BENS SERVIÇOS Prisão INTOLERĂNCIA POLÍTICA NO ENSINO anos multa OBTRUÇAODEVIAPUBL Prisão GloboNews Mais NOV 17:34 PROJETO PREVÊ PRISÃO PARA QUEM FECHA Renan Calheiros apresentará pacote ITAVAS 14:43・ 03/01/2023","Lula has barely assumed and has already created a measure to persecute and silence any citizen in the name of the supposed “democracy”, we warn that it would happen, but there are still those who say that censorship does not exist in Brazil #Foralula #Forat #ForCarmada #Exercito #Bolsonaro # carlosbolsonaro #eduardobolsonaro #riodejaneiro #brasilacimadetudo #patriaamadabrasil #rio #brasil #niteroi #saogoncalo #bolsonaroreeleito #biakicis #patria #carlazambelli #regiaodoslagos #bolsonarotemrazao #bolsonaroreeleito #bolsonaropresidente #bolsomito #soumaisbrasil #fechadocombolsonaro #bolsonaromito #jairbolsonaro a Douglas Gomes @verdouglasgomes Querem proibir The people of charging who is paid for him. Democracy Pacoton Crimes: Political Discrimination Prison Years Threatens Policy Prison Months 2An Violence Politics Prisma Persean Years Fine Politics Politics Detention Politics in the market and Work Prison 3 Years Fine Access Goods Services Political Prison in Education Years More nov 17:34 Project provides for prison for those who close Renan Calheiros will present package Itavas 14:43 ・ 03/01/2023",Other,,Visit the Electoral Justice website for official 2022 election information.,Labelled,,https://www.facebook.com/100076128310371/posts/203786832168926
2023-01-04 14:18:42,,,,Facebook,428,-0.33,17166.96,ESTÁ ACONTECENDO! O Sistema TOMOU o Brasil. Exatamente como AVISEI!🥸😰 Por Rafael Bitencourt 04/01/2022 🦡🇧🇷 Curtam nossa página e nos ajudem a manter nossos conteúdos nos ar:🇧🇷👇 https://www.facebook.com/becomesupporter/ratelconservadorr/ #ForçaBolsonaro #BolsonaroTemRazão #SupremoÉOPovo #liberdade #BrazilWasStolen #liberdadeexpressão #comunismonão #ComunismoMata #TodoPoderEmanaDoPovo ESTÁ ACONTECENDO! O Sistema TOMOU o Brasil. Exatamente como AVISEI!🥸😰 Por Rafael Bitencourt 04/01/2022 🦡🇧🇷,IS HAPPENING! The system took Brazil. Exactly as I warned! 🥸😰 By Rafael Bitencourt 04/01/2022 🦡🇧🇷 Like our page and help us keep our contents in the air: 🇧🇷👇 https://www.facebook.com/becomesupporter BocoNarThemraça #Supremeopovo #Coad #BrazilwAsstolen #Freedom EXPRESSION #Communism #comunismomata #toPeManadoPovo is happening! The system took Brazil. Exactly as I warned! 🥸😰 by Rafael Bitencourt 04/01/2022 🦡🇧🇷,Other,,Visit the Electoral Justice website for official 2022 election information.,Labelled,,https://www.facebook.com/100648798044026/posts/905656914209873
2023-01-04 14:52:14,,,,Facebook,160,-0.33,17166.95,"BOLSONARO sofreu ataques sobre o 100 anos de singilo, Lulo e seu cartão ilimitado tudo no sigilo, pode isso Arnaldo ? 🤔😳🤔😳🤔😳😳😳😳🤔🤔🤔🤔😳 #LulaNuncaMais #ptnuncamais #bolsonaro #bolsonaromito #jaimessiasbolsonaro #Curitiba #paraná #bomdia🌞 #esquerdanuncamais #esquerdalixo Lulo fedorento vai ter sigilo em seus gastos do cartão presidencial Pátria Amada","Bolsonaro suffered attacks on the 100th anniversary of syngile, Lulo and his unlimited card in secrecy, can this Arnaldo? 🤔😳🤔😳🤔😳😳😳😳🤔🤔🤔🤔😳 #LalanuncaMais #ptnuncaMais #Bolsonaro #BolSaromito #JaimeSiasBolsonaro #Curitiba #Paraná #Bomdia🌞 #EsquerdancaMaMaS #Esquerdalixo Lulo Fedorento will have confidentiality in their expenses for the beloved presidential card",Other,,Online,Online,,https://www.facebook.com/100044659143778/posts/708291207336178
2023-01-04 15:58:32,,,,Facebook,17285,0.00,17167.29,BRIGADEIRO EXPLICA CARTA COM CRÍTICAS AS FORÇAS ARMADAS #liberdadedeimprensa #jovempan #eduardoborgo #BolsonaroOrgulhodoBrasil #BolsonaroTemRazao #BolsonaroMito #Bolsonaro #forçasarmadas ENTREVISTA COM BRIGADEIRO CAMERINI,Brigadeiro explains letter with criticism to the Armed Forces #lindoDePrension #Jovempan #EDUARDOBORGO #BOLSONAROORGULHOBRASIL #BOLSONARTEMOZAO,News media,Military support,Online,Online,,https://www.facebook.com/100044897662813/posts/693457845494131
